Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Poor,Excellent,Not Interested,Excellent,Not Interested,Beginner,Excellent,Excellent,Poor,Business Analyst
Not Interested,Poor,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Technical Writer
Not Interested,Intermediate,Average,Excellent,Beginner,Beginner,Beginner,Intermediate,Not Interested,Not Interested,Not Interested,Poor,Beginner,Not Interested,Hardware Engineer
Not Interested,Average,Intermediate,Excellent,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Average,Beginner,Intermediate,Not Interested,Information Security Specialist
Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Not Interested,Poor,Beginner,Poor,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Hardware Engineer
Not Interested,Intermediate,Not Interested,Average,Not Interested,Poor,Average,Average,Poor,Poor,Not Interested,Not Interested,Poor,Not Interested,Hardware Engineer
Average,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Excellent,Intermediate,Excellent,Beginner,Not Interested,Intermediate,Excellent,Poor,Project Manager
Beginner,Excellent,Excellent,Excellent,Beginner,Average,Poor,Excellent,Average,Not Interested,Average,Not Interested,Beginner,Not Interested,Networking Engineer
Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Poor,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Poor,Helpdesk Engineer
Beginner,Poor,Poor,Not Interested,Beginner,Poor,Average,Average,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Beginner,Application Support Engineer
Intermediate,Average,Excellent,Excellent,Beginner,Excellent,Average,Excellent,Not Interested,Not Interested,Poor,Poor,Excellent,Not Interested,Cyber Security Specialist
Not Interested,Average,Not Interested,Beginner,Intermediate,Excellent,Not Interested,Average,Average,Not Interested,Excellent,Intermediate,Not Interested,Not Interested,Software Developer
Not Interested,Average,Excellent,Excellent,Beginner,Beginner,Beginner,Excellent,Intermediate,Poor,Average,Not Interested,Excellent,Not Interested,Information Security Specialist
Excellent,Average,Excellent,Intermediate,Not Interested,Average,Not Interested,Excellent,Excellent,Poor,Not Interested,Intermediate,Excellent,Not Interested,Database Administrator
Not Interested,Not Interested,Beginner,Poor,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Not Interested,Beginner,Average,Not Interested,Customer Service Executive
Intermediate,Average,Average,Average,Beginner,Poor,Not Interested,Average,Average,Not Interested,Beginner,Not Interested,Beginner,Not Interested,Database Administrator
Average,Average,Intermediate,Beginner,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Not Interested,Average,Beginner,Average,Data Scientist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Beginner,Not Interested,Not Interested,Average,Beginner,Excellent,Graphics Designer
Intermediate,Average,Not Interested,Not Interested,Average,Intermediate,Not Interested,Intermediate,Beginner,Excellent,Not Interested,Beginner,Beginner,Not Interested,Data Scientist
Not Interested,Average,Beginner,Not Interested,Not Interested,Excellent,Poor,Intermediate,Not Interested,Excellent,Intermediate,Average,Not Interested,Not Interested,AI ML Specialist
Poor,Average,Not Interested,Beginner,Average,Poor,Poor,Intermediate,Poor,Poor,Intermediate,Beginner,Poor,Not Interested,Software Tester
Not Interested,Intermediate,Not Interested,Beginner,Poor,Average,Average,Intermediate,Beginner,Not Interested,Beginner,Poor,Beginner,Not Interested,Hardware Engineer
Beginner,Average,Not Interested,Intermediate,Intermediate,Excellent,Average,Excellent,Beginner,Excellent,Excellent,Excellent,Intermediate,Poor,AI ML Specialist
Not Interested,Poor,Poor,Intermediate,Not Interested,Poor,Poor,Excellent,Poor,Not Interested,Poor,Not Interested,Average,Not Interested,Networking Engineer
Poor,Average,Average,Average,Not Interested,Not Interested,Intermediate,Not Interested,Excellent,Not Interested,Poor,Poor,Excellent,Poor,Helpdesk Engineer
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Poor,Intermediate,Not Interested,Beginner,Not Interested,Intermediate,Not Interested,Technical Writer
Intermediate,Intermediate,Not Interested,Beginner,Not Interested,Average,Intermediate,Excellent,Excellent,Average,Not Interested,Not Interested,Excellent,Not Interested,Project Manager
Average,Intermediate,Beginner,Not Interested,Intermediate,Excellent,Not Interested,Excellent,Beginner,Excellent,Excellent,Intermediate,Average,Poor,Data Scientist
Beginner,Poor,Poor,Beginner,Beginner,Average,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Poor,Software Developer
Intermediate,Not Interested,Average,Not Interested,Not Interested,Beginner,Beginner,Average,Not Interested,Not Interested,Poor,Beginner,Beginner,Poor,Database Administrator
Not Interested,Not Interested,Poor,Not Interested,Average,Average,Beginner,Beginner,Not Interested,Average,Average,Not Interested,Poor,Not Interested,Data Scientist
Average,Average,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Intermediate,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,API Specialist
Intermediate,Average,Not Interested,Poor,Intermediate,Excellent,Poor,Excellent,Beginner,Intermediate,Excellent,Intermediate,Beginner,Not Interested,Data Scientist
Average,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Excellent,Average,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Project Manager
Average,Not Interested,Poor,Beginner,Intermediate,Average,Not Interested,Average,Not Interested,Poor,Not Interested,Not Interested,Average,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Not Interested,Intermediate,Poor,Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Software Tester
Intermediate,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Poor,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Not Interested,AI ML Specialist
Not Interested,Beginner,Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Excellent,Not Interested,Helpdesk Engineer
Average,Average,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Average,Average,Not Interested,Average,Intermediate,Intermediate,Not Interested,Information Security Specialist
Not Interested,Not Interested,Intermediate,Excellent,Average,Not Interested,Not Interested,Excellent,Intermediate,Not Interested,Average,Intermediate,Excellent,Not Interested,Information Security Specialist
Excellent,Beginner,Intermediate,Not Interested,Not Interested,Intermediate,Intermediate,Excellent,Beginner,Excellent,Average,Beginner,Not Interested,Not Interested,Data Scientist
Excellent,Excellent,Excellent,Not Interested,Not Interested,Excellent,Average,Excellent,Intermediate,Excellent,Not Interested,Average,Average,Not Interested,Data Scientist
Poor,Not Interested,Not Interested,Beginner,Not Interested,Poor,Not Interested,Not Interested,Average,Not Interested,Not Interested,Beginner,Average,Not Interested,Customer Service Executive
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Excellent,Poor,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Beginner,Business Analyst
Poor,Intermediate,Average,Intermediate,Beginner,Not Interested,Beginner,Excellent,Intermediate,Not Interested,Not Interested,Not Interested,Average,Poor,Networking Engineer
Poor,Poor,Poor,Not Interested,Beginner,Beginner,Excellent,Intermediate,Average,Not Interested,Beginner,Average,Intermediate,Poor,Project Manager
Not Interested,Not Interested,Not Interested,Average,Not Interested,Intermediate,Average,Intermediate,Average,Not Interested,Not Interested,Average,Intermediate,Not Interested,Application Support Engineer
Not Interested,Poor,Not Interested,Beginner,Not Interested,Not Interested,Average,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Customer Service Executive
Not Interested,Beginner,Intermediate,Excellent,Not Interested,Beginner,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Networking Engineer
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Average,Poor,Excellent,Not Interested,Not Interested,Beginner,Excellent,Beginner,Customer Service Executive
Average,Not Interested,Not Interested,Beginner,Excellent,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Software Developer
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Poor,Not Interested,Beginner,Not Interested,Software Tester
Excellent,Not Interested,Not Interested,Intermediate,Average,Intermediate,Poor,Excellent,Excellent,Poor,Not Interested,Not Interested,Beginner,Beginner,Application Support Engineer
Not Interested,Average,Poor,Poor,Average,Intermediate,Intermediate,Excellent,Excellent,Beginner,Average,Not Interested,Not Interested,Not Interested,Data Scientist
Beginner,Not Interested,Beginner,Poor,Beginner,Average,Average,Intermediate,Intermediate,Average,Average,Average,Not Interested,Not Interested,Data Scientist
Average,Beginner,Poor,Poor,Average,Average,Intermediate,Average,Intermediate,Poor,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Beginner,Average,Not Interested,Intermediate,Not Interested,Excellent,Not Interested,Technical Writer
Not Interested,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Average,Not Interested,Beginner,Average,Beginner,Average,Not Interested,Software Tester
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Not Interested,Poor,Intermediate,Not Interested,Customer Service Executive
Average,Not Interested,Not Interested,Average,Beginner,Poor,Poor,Not Interested,Intermediate,Not Interested,Poor,Poor,Intermediate,Poor,Helpdesk Engineer
Intermediate,Not Interested,Average,Beginner,Excellent,Intermediate,Excellent,Not Interested,Excellent,Intermediate,Intermediate,Excellent,Not Interested,Poor,Business Analyst
Beginner,Beginner,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Average,Not Interested,Helpdesk Engineer
Not Interested,Poor,Not Interested,Poor,Beginner,Beginner,Not Interested,Beginner,Beginner,Not Interested,Average,Poor,Average,Not Interested,Software Developer
Not Interested,Poor,Beginner,Poor,Beginner,Intermediate,Not Interested,Average,Average,Intermediate,Not Interested,Intermediate,Intermediate,Not Interested,Data Scientist
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Beginner,Average,Not Interested,Not Interested,Average,Average,Average,Graphics Designer
Not Interested,Not Interested,Intermediate,Intermediate,Poor,Not Interested,Intermediate,Intermediate,Average,Average,Not Interested,Beginner,Intermediate,Not Interested,Helpdesk Engineer
Excellent,Beginner,Intermediate,Average,Not Interested,Intermediate,Beginner,Average,Intermediate,Not Interested,Intermediate,Average,Intermediate,Not Interested,Database Administrator
Average,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Project Manager
Beginner,Intermediate,Average,Average,Not Interested,Not Interested,Not Interested,Average,Intermediate,Beginner,Beginner,Beginner,Average,Poor,Application Support Engineer
Average,Beginner,Average,Not Interested,Average,Average,Intermediate,Average,Intermediate,Poor,Not Interested,Excellent,Intermediate,Excellent,Graphics Designer
Intermediate,Not Interested,Average,Poor,Poor,Excellent,Not Interested,Intermediate,Average,Not Interested,Excellent,Average,Beginner,Poor,Software Tester
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Not Interested,Excellent,Not Interested,Poor,Excellent,Intermediate,Not Interested,Business Analyst
Average,Average,Excellent,Excellent,Not Interested,Poor,Intermediate,Excellent,Excellent,Average,Beginner,Average,Not Interested,Beginner,Cyber Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Intermediate,Poor,Intermediate,Not Interested,Poor,Intermediate,Beginner,Poor,Business Analyst
Average,Beginner,Beginner,Not Interested,Poor,Not Interested,Not Interested,Average,Excellent,Poor,Beginner,Beginner,Average,Not Interested,Application Support Engineer
Poor,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Poor,Beginner,Beginner,Excellent,Graphics Designer
Average,Not Interested,Not Interested,Not Interested,Intermediate,Average,Intermediate,Intermediate,Intermediate,Not Interested,Beginner,Excellent,Not Interested,Beginner,Business Analyst
Excellent,Average,Beginner,Average,Not Interested,Beginner,Poor,Excellent,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Database Administrator
Intermediate,Poor,Intermediate,Average,Not Interested,Beginner,Beginner,Average,Beginner,Not Interested,Intermediate,Average,Intermediate,Poor,Database Administrator
Not Interested,Intermediate,Beginner,Average,Poor,Not Interested,Intermediate,Average,Not Interested,Not Interested,Average,Intermediate,Not Interested,Not Interested,Information Security Specialist
