Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Beginner,Average,Not Interested,Intermediate,Intermediate,Excellent,Average,Excellent,Beginner,Excellent,Excellent,Excellent,Intermediate,Poor,"Data Science, ML or AI"
Not Interested,Poor,Poor,Intermediate,Not Interested,Poor,Poor,Excellent,Poor,Not Interested,Poor,Not Interested,Average,Not Interested,"Cyber Security, Administration or Networking"
Poor,Average,Average,Average,Not Interested,Not Interested,Intermediate,Not Interested,Excellent,Not Interested,Poor,Poor,Excellent,Poor,IT Support
Average,Intermediate,Beginner,Not Interested,Intermediate,Excellent,Not Interested,Excellent,Beginner,Excellent,Excellent,Intermediate,Average,Poor,"Data Science, ML or AI"
Beginner,Poor,Poor,Beginner,Beginner,Average,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Poor,Software Engineer
Intermediate,Not Interested,Average,Not Interested,Not Interested,Beginner,Beginner,Average,Not Interested,Not Interested,Poor,Beginner,Beginner,Poor,Backend or databases
Not Interested,Not Interested,Poor,Not Interested,Average,Average,Beginner,Beginner,Not Interested,Average,Average,Not Interested,Poor,Not Interested,"Data Science, ML or AI"
Intermediate,Average,Not Interested,Poor,Intermediate,Excellent,Poor,Excellent,Beginner,Intermediate,Excellent,Intermediate,Beginner,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Not Interested,Intermediate,Poor,Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Software Tester
Intermediate,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Poor,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Not Interested,"Data Science, ML or AI"
Not Interested,Beginner,Not Interested,Poor,Not Interested,Poor,Beginner,Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Excellent,Not Interested,IT Support
Average,Average,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Average,Average,Not Interested,Average,Intermediate,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Intermediate,Excellent,Average,Not Interested,Not Interested,Excellent,Intermediate,Not Interested,Average,Intermediate,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Beginner,Intermediate,Not Interested,Not Interested,Intermediate,Intermediate,Excellent,Beginner,Excellent,Average,Beginner,Not Interested,Not Interested,"Data Science, ML or AI"
Excellent,Excellent,Excellent,Not Interested,Not Interested,Excellent,Average,Excellent,Intermediate,Excellent,Not Interested,Average,Average,Not Interested,"Data Science, ML or AI"
Poor,Not Interested,Not Interested,Beginner,Not Interested,Poor,Not Interested,Not Interested,Average,Not Interested,Not Interested,Beginner,Average,Not Interested,IT Support
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Excellent,Poor,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Beginner,Business Analyst
Poor,Intermediate,Average,Intermediate,Beginner,Not Interested,Beginner,Excellent,Intermediate,Not Interested,Not Interested,Not Interested,Average,Poor,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Average,Not Interested,Intermediate,Average,Intermediate,Average,Not Interested,Not Interested,Average,Intermediate,Not Interested,IT Support
Not Interested,Poor,Not Interested,Beginner,Not Interested,Not Interested,Average,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Excellent,Not Interested,IT Support
Not Interested,Beginner,Intermediate,Excellent,Not Interested,Beginner,Not Interested,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Average,Poor,Excellent,Not Interested,Not Interested,Beginner,Excellent,Beginner,IT Support
Average,Not Interested,Not Interested,Beginner,Excellent,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Software Engineer
Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Poor,Not Interested,Beginner,Not Interested,Software Tester
Excellent,Not Interested,Not Interested,Intermediate,Average,Intermediate,Poor,Excellent,Excellent,Poor,Not Interested,Not Interested,Beginner,Beginner,IT Support
Not Interested,Average,Poor,Poor,Average,Intermediate,Intermediate,Excellent,Excellent,Beginner,Average,Not Interested,Not Interested,Not Interested,"Data Science, ML or AI"
Beginner,Not Interested,Beginner,Poor,Beginner,Average,Average,Intermediate,Intermediate,Average,Average,Average,Not Interested,Not Interested,"Data Science, ML or AI"
Average,Beginner,Poor,Poor,Average,Average,Intermediate,Average,Intermediate,Poor,Not Interested,Excellent,Not Interested,Not Interested,Business Analyst
Not Interested,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Average,Not Interested,Beginner,Average,Beginner,Average,Not Interested,Software Tester
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Not Interested,Poor,Intermediate,Not Interested,IT Support
Average,Not Interested,Not Interested,Average,Beginner,Poor,Poor,Not Interested,Intermediate,Not Interested,Poor,Poor,Intermediate,Poor,IT Support
Intermediate,Not Interested,Average,Beginner,Excellent,Intermediate,Excellent,Not Interested,Excellent,Intermediate,Intermediate,Excellent,Not Interested,Poor,Business Analyst
Beginner,Beginner,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Average,Not Interested,IT Support
Not Interested,Poor,Not Interested,Poor,Beginner,Beginner,Not Interested,Beginner,Beginner,Not Interested,Average,Poor,Average,Not Interested,Software Engineer
Not Interested,Poor,Beginner,Poor,Beginner,Intermediate,Not Interested,Average,Average,Intermediate,Not Interested,Intermediate,Intermediate,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Beginner,Average,Not Interested,Not Interested,Average,Average,Average,Frontend or Graphics Designer
Not Interested,Not Interested,Intermediate,Intermediate,Poor,Not Interested,Intermediate,Intermediate,Average,Average,Not Interested,Beginner,Intermediate,Not Interested,IT Support
Excellent,Beginner,Intermediate,Average,Not Interested,Intermediate,Beginner,Average,Intermediate,Not Interested,Intermediate,Average,Intermediate,Not Interested,Backend or databases
Beginner,Intermediate,Average,Average,Not Interested,Not Interested,Not Interested,Average,Intermediate,Beginner,Beginner,Beginner,Average,Poor,IT Support
Average,Beginner,Average,Not Interested,Average,Average,Intermediate,Average,Intermediate,Poor,Not Interested,Excellent,Intermediate,Excellent,Frontend or Graphics Designer
Intermediate,Not Interested,Average,Poor,Poor,Excellent,Not Interested,Intermediate,Average,Not Interested,Excellent,Average,Beginner,Poor,Software Tester
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Not Interested,Excellent,Not Interested,Poor,Excellent,Intermediate,Not Interested,Business Analyst
Average,Average,Excellent,Excellent,Not Interested,Poor,Intermediate,Excellent,Excellent,Average,Beginner,Average,Not Interested,Beginner,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Intermediate,Poor,Intermediate,Not Interested,Poor,Intermediate,Beginner,Poor,Business Analyst
Average,Beginner,Beginner,Not Interested,Poor,Not Interested,Not Interested,Average,Excellent,Poor,Beginner,Beginner,Average,Not Interested,IT Support
Poor,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Average,Not Interested,Poor,Beginner,Beginner,Excellent,Frontend or Graphics Designer
Average,Not Interested,Not Interested,Not Interested,Intermediate,Average,Intermediate,Intermediate,Intermediate,Not Interested,Beginner,Excellent,Not Interested,Beginner,Business Analyst
Excellent,Average,Beginner,Average,Not Interested,Beginner,Poor,Excellent,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Backend or databases
Intermediate,Poor,Intermediate,Average,Not Interested,Beginner,Beginner,Average,Beginner,Not Interested,Intermediate,Average,Intermediate,Poor,Backend or databases
Not Interested,Intermediate,Beginner,Average,Poor,Not Interested,Intermediate,Average,Not Interested,Not Interested,Average,Intermediate,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Intermediate,Average,Average,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Poor,Not Interested,Beginner,Excellent,Poor,IT Support
Poor,Not Interested,Not Interested,Poor,Beginner,Excellent,Not Interested,Intermediate,Not Interested,Average,Poor,Poor,Poor,Not Interested,"Data Science, ML or AI"
Average,Not Interested,Beginner,Poor,Excellent,Intermediate,Beginner,Excellent,Intermediate,Beginner,Intermediate,Beginner,Not Interested,Not Interested,Software Engineer
Beginner,Poor,Not Interested,Not Interested,Intermediate,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Average,Beginner,Not Interested,Not Interested,Software Tester
Average,Beginner,Poor,Poor,Beginner,Beginner,Average,Intermediate,Average,Intermediate,Not Interested,Intermediate,Average,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Not Interested,Average,Beginner,Not Interested,Average,Intermediate,Excellent,Frontend or Graphics Designer
Not Interested,Excellent,Average,Excellent,Poor,Average,Beginner,Intermediate,Average,Not Interested,Beginner,Poor,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Beginner,Average,Average,Not Interested,Average,Beginner,Not Interested,"Data Science, ML or AI"
Poor,Poor,Not Interested,Average,Not Interested,Not Interested,Intermediate,Beginner,Excellent,Not Interested,Not Interested,Average,Excellent,Poor,IT Support
Excellent,Intermediate,Intermediate,Excellent,Excellent,Intermediate,Beginner,Excellent,Average,Excellent,Not Interested,Average,Not Interested,Poor,"Data Science, ML or AI"
Not Interested,Average,Not Interested,Beginner,Not Interested,Not Interested,Poor,Beginner,Average,Not Interested,Not Interested,Not Interested,Average,Not Interested,"Cyber Security, Administration or Networking"
Intermediate,Not Interested,Not Interested,Not Interested,Poor,Beginner,Poor,Average,Beginner,Poor,Poor,Average,Poor,Not Interested,"Data Science, ML or AI"
Average,Poor,Beginner,Not Interested,Beginner,Excellent,Average,Average,Beginner,Intermediate,Beginner,Not Interested,Not Interested,Not Interested,"Data Science, ML or AI"
Intermediate,Average,Not Interested,Not Interested,Intermediate,Intermediate,Not Interested,Average,Not Interested,Not Interested,Not Interested,Average,Not Interested,Beginner,Software Engineer
Poor,Poor,Not Interested,Poor,Excellent,Average,Not Interested,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Poor,Poor,Software Engineer
Beginner,Beginner,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Intermediate,Beginner,Excellent,Beginner,Not Interested,Intermediate,Beginner,"Data Science, ML or AI"
Intermediate,Average,Not Interested,Poor,Intermediate,Intermediate,Not Interested,Excellent,Beginner,Intermediate,Excellent,Beginner,Not Interested,Not Interested,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Average,Average,Not Interested,Intermediate,Intermediate,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Software Tester
Intermediate,Average,Excellent,Intermediate,Poor,Average,Beginner,Excellent,Average,Poor,Average,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Average,Excellent,Excellent,Not Interested,Beginner,Poor,Average,Intermediate,Beginner,Poor,Not Interested,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Poor,Excellent,Beginner,Beginner,Not Interested,Beginner,Average,Intermediate,Not Interested,Poor,Excellent,Not Interested,Average,Poor,Hardware Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Frontend or Graphics Designer
Beginner,Not Interested,Poor,Poor,Average,Average,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Poor,Poor,Poor,Software Engineer
Beginner,Beginner,Not Interested,Not Interested,Beginner,Average,Average,Average,Intermediate,Excellent,Poor,Average,Excellent,Beginner,"Data Science, ML or AI"
Excellent,Not Interested,Beginner,Average,Not Interested,Average,Beginner,Excellent,Average,Poor,Average,Beginner,Not Interested,Not Interested,Backend or databases
Intermediate,Poor,Average,Beginner,Not Interested,Not Interested,Poor,Intermediate,Beginner,Not Interested,Beginner,Average,Intermediate,Poor,Backend or databases
Poor,Average,Poor,Not Interested,Average,Poor,Not Interested,Excellent,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Software Tester
Beginner,Poor,Not Interested,Not Interested,Not Interested,Poor,Intermediate,Beginner,Average,Not Interested,Not Interested,Intermediate,Average,Poor,Business Analyst
Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Excellent,Intermediate,Excellent,Average,Average,Excellent,Not Interested,Intermediate,Not Interested,Software Engineer
Not Interested,Poor,Excellent,Average,Not Interested,Not Interested,Beginner,Beginner,Poor,Not Interested,Beginner,Not Interested,Poor,Not Interested,"Cyber Security, Administration or Networking"
